density,canopy,simulation,plantNb,organ_type,age_in_degree_days_dd of plant,age_in_days_d of plant,Organ_ID,rank,order,absorbedPAR [umol s^-1],dry_biomass_mg[mg],dry_biomass_growth_mg for dynamic,area_m2[m^2],area_m2 of just blades (not segments),SLA
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434479]@4f4ba117,2,0,0.001663117,0,0,0.001779379,0.0017,0
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434480]@6c0059eb,2,0,0.000382618,0,0,0.001781793,0.0017,0
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434486]@1d30db3e,3,0,0.013794333,0,0,0.006116049,0.006,0
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434492]@68c7a165,4,0,0.003198899,0,0,0.007290802,0.0071,0
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434498]@27ecf5fa,5,0,0.045837934,0,0,0.007688907,0.0075,0
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434504]@192551b6,6,0,0.221975349,0,0,0.008628975,0.0084,0
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434510]@11099c74,7,0,0.25364228,0,0,0.006789531,0.0066,0
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434516]@5598283,8,0,0.23444699,0,0,0.004982181,0.0048,0
Low,experiment,Sim1,2,4,0,0,organs.Leaf[id=434522]@799e33c2,9,0,0.109764759,0,0,0.001886992,0.0017,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434534]@4848b9be,2,0,0.010751477,0,0,0.001792774,0.0017,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434535]@737d6e8b,2,0,0.003822022,0,0,0.001784066,0.0017,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434541]@6d4ee0e2,3,0,0.018927978,0,0,0.006150093,0.006,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434547]@368f152,4,0,0.043986452,0,0,0.007286829,0.0071,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434553]@776edbcb,5,0,0.16735906,0,0,0.007715274,0.0075,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434559]@65229a8d,6,0,0.32806761,0,0,0.00865282,0.0084,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434565]@393d0109,7,0,0.237448945,0,0,0.006758625,0.0066,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434571]@51fa9a4e,8,0,0.191774787,0,0,0.005026999,0.0048,0
Low,experiment,Sim1,3,4,0,0,organs.Leaf[id=434577]@4ea8561b,9,0,0.106725957,0,0,0.001872194,0.0017,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434594]@e30def8,2,0,0.006662535,0,0,0.001766967,0.0017,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434595]@d31543c,2,0,0.003359748,0,0,0.001765063,0.0017,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434601]@788ae552,3,0,0.017939295,0,0,0.006145486,0.006,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434607]@11ca8c4d,4,0,0.02224544,0,0,0.007337367,0.0071,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434613]@7a01e0ba,5,0,0.066393878,0,0,0.007763233,0.0075,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434619]@6bf4e204,6,0,0.119883659,0,0,0.008596635,0.0084,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434625]@60efbb19,7,0,0.072333738,0,0,0.006752058,0.0066,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434631]@35b0cd13,8,0,0.187456954,0,0,0.005009488,0.0048,0
Low,experiment,Sim1,4,4,0,0,organs.Leaf[id=434637]@7dcb71cd,9,0,0.065814187,0,0,0.001836638,0.0017,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434649]@4b549254,2,0,0.002847571,0,0,0.001781534,0.0017,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434650]@7688a164,2,0,0.000397241,0,0,0.001786171,0.0017,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434656]@1308c396,3,0,0.01761728,0,0,0.006114803,0.006,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434662]@3f10193a,4,0,0.022773226,0,0,0.007281043,0.0071,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434668]@7a386847,5,0,0.056892455,0,0,0.0077159,0.0075,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434674]@676e0984,6,0,0.294589045,0,0,0.008671018,0.0084,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434680]@2de26d35,7,0,0.270053868,0,0,0.006782281,0.0066,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434686]@5e2616b8,8,0,0.208265246,0,0,0.005038695,0.0048,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434692]@724bc7ab,9,0,0.096486769,0,0,0.001797319,0.0017,0
Low,experiment,Sim1,5,4,0,0,organs.Leaf[id=434698]@362681d6,10,0,0.022326036,0,0,0.000448318,0.0004,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434710]@645cf596,2,0,0.002649978,0,0,0.001782194,0.0017,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434711]@69938eac,2,0,0.001665037,0,0,0.001774357,0.0017,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434717]@4f4bc470,3,0,0.015316429,0,0,0.006171222,0.006,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434723]@378a0aa7,4,0,0.009713596,0,0,0.007304969,0.0071,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434729]@438dd1fc,5,0,0.06564594,0,0,0.007712226,0.0075,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434735]@1bd31e16,6,0,0.323947488,0,0,0.008652548,0.0084,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434741]@2126ec60,7,0,0.234770285,0,0,0.006746122,0.0066,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434747]@5df59091,8,0,0.221553616,0,0,0.005041233,0.0048,0
Low,experiment,Sim1,6,4,0,0,organs.Leaf[id=434753]@5a9100b4,9,0,0.030577523,0,0,0.001847049,0.0017,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437941]@703c0fcf,2,0,0.003393413,0,0,0.001768032,0.0017,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437942]@47c11eb7,2,0,0.004065911,0,0,0.001793253,0.0017,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437948]@4554e608,3,0,0.012765358,0,0,0.006185163,0.006,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437954]@75c37441,4,0,0.019884198,0,0,0.007322521,0.0071,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437960]@6e1e6024,5,0,0.078324435,0,0,0.007800637,0.0075,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437966]@602431cb,6,0,0.199168349,0,0,0.008585992,0.0084,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437972]@7755b9d4,7,0,0.238614811,0,0,0.006821963,0.0066,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437978]@57b78f35,8,0,0.234358097,0,0,0.005016769,0.0048,0
Low,canopyA,Sim1,1,4,0,0,organs.Leaf[id=437984]@1adcaaf4,9,0,0.098544529,0,0,0.001817899,0.0017,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=437996]@377b28ea,2,0,0.005354769,0,0,0.001766441,0.0017,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=437997]@2d15ccf1,2,0,0.004122913,0,0,0.001789309,0.0017,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=438003]@38bcb019,3,0,0.020772014,0,0,0.006142699,0.006,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=438009]@12d0b24f,4,0,0.009765609,0,0,0.007293991,0.0071,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=438015]@76df1d16,5,0,0.025035384,0,0,0.007680496,0.0075,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=438021]@4e7f97e4,6,0,0.199449566,0,0,0.008582122,0.0084,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=438027]@68ec47d5,7,0,0.189344275,0,0,0.006799711,0.0066,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=438033]@6723f359,8,0,0.239480575,0,0,0.005015921,0.0048,0
Low,canopyA,Sim1,2,4,0,0,organs.Leaf[id=438039]@1f01e93c,9,0,0.086308626,0,0,0.001833554,0.0017,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438051]@1115e824,2,0,0.00272872,0,0,0.001780221,0.0017,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438052]@2a4aae2d,2,0,0.004341383,0,0,0.001771923,0.0017,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438058]@2b466add,3,0,0.035333478,0,0,0.006178256,0.006,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438064]@107128f1,4,0,0.005437069,0,0,0.007256505,0.0071,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438070]@745d4755,5,0,0.062222132,0,0,0.007740446,0.0075,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438076]@4fb7042a,6,0,0.055094165,0,0,0.008573817,0.0084,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438082]@461a0510,7,0,0.156032758,0,0,0.00684542,0.0066,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438088]@4f61d41,8,0,0.18130895,0,0,0.004987657,0.0048,0
Low,canopyA,Sim1,3,4,0,0,organs.Leaf[id=438094]@18ef53e5,9,0,0.076858527,0,0,0.001827682,0.0017,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438106]@3682060c,2,0,0.001551504,0,0,0.001767314,0.0017,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438107]@7486a061,2,0,0.00105948,0,0,0.001783958,0.0017,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438113]@5d5c6171,3,0,0.010654895,0,0,0.00610897,0.006,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438119]@7302a5a,4,0,0.0178458,0,0,0.007322437,0.0071,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438125]@2b7075fe,5,0,0.081322868,0,0,0.007735279,0.0075,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438131]@5b14bf05,6,0,0.118783205,0,0,0.008604632,0.0084,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438137]@559b98d5,7,0,0.201583285,0,0,0.0067905,0.0066,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438143]@6491da36,8,0,0.260010128,0,0,0.004988404,0.0048,0
Low,canopyA,Sim1,4,4,0,0,organs.Leaf[id=438149]@5919039e,9,0,0.084193188,0,0,0.001866551,0.0017,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438161]@789a889,2,0,0.000474628,0,0,0.001782756,0.0017,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438162]@32017e1,2,0,0.00151127,0,0,0.00179027,0.0017,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438168]@754a807b,3,0,0.003079434,0,0,0.006155871,0.006,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438174]@4b077f84,4,0,0.008211353,0,0,0.007285899,0.0071,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438180]@4f80435b,5,0,0.037648372,0,0,0.007731499,0.0075,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438186]@703cd802,6,0,0.21553811,0,0,0.00860389,0.0084,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438192]@1cf11d2c,7,0,0.161541438,0,0,0.00681487,0.0066,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438198]@2880f1b3,8,0,0.195259186,0,0,0.004993963,0.0048,0
Low,canopyA,Sim1,5,4,0,0,organs.Leaf[id=438204]@25f762f8,9,0,0.119530338,0,0,0.001822181,0.0017,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438216]@246eaf8e,2,0,0.000394439,0,0,0.001771844,0.0017,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438217]@432b11b6,2,0,0.002237197,0,0,0.001793542,0.0017,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438223]@4642e615,3,0,0.004985322,0,0,0.006152246,0.006,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438229]@384251d,4,0,0.010667188,0,0,0.007285497,0.0071,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438235]@1c58264,5,0,0.078308264,0,0,0.007796325,0.0075,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438241]@2fa05c54,6,0,0.036669689,0,0,0.008657657,0.0084,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438247]@6145d487,7,0,0.058375559,0,0,0.006773219,0.0066,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438253]@721531aa,8,0,0.137255713,0,0,0.004989428,0.0048,0
Low,canopyA,Sim1,6,4,0,0,organs.Leaf[id=438259]@1ba7e587,9,0,0.098813676,0,0,0.001835321,0.0017,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436180]@5a2e316e,2,0,0.00420263,0,0,0.001763261,0.0017,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436181]@663b12bd,2,0,0.002349419,0,0,0.001760706,0.0017,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436187]@4e7b5dc,3,0,0.028669522,0,0,0.006164919,0.006,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436193]@6ae6f953,4,0,0.041058401,0,0,0.007283738,0.0071,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436199]@6bdc4b23,5,0,0.052330191,0,0,0.007769248,0.0075,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436205]@131141c6,6,0,0.233385677,0,0,0.008604271,0.0084,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436211]@593cb0c1,7,0,0.06233909,0,0,0.006802048,0.0066,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436217]@228c19e5,8,0,0.216941021,0,0,0.005022348,0.0048,0
Low,canopyB,Sim1,1,4,0,0,organs.Leaf[id=436223]@448af58e,9,0,0.10598801,0,0,0.001852854,0.0017,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436240]@23ce0eba,2,0,0.001487488,0,0,0.001792395,0.0017,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436241]@d6c260b,2,0,0.001401011,0,0,0.001786284,0.0017,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436247]@48e808ab,3,0,0.002802808,0,0,0.006144284,0.006,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436253]@282f5523,4,0,0.02311434,0,0,0.007331429,0.0071,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436259]@3b358b8d,5,0,0.024571433,0,0,0.007672309,0.0075,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436265]@6e6be6e5,6,0,0.117150813,0,0,0.008671541,0.0084,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436271]@6d34f06e,7,0,0.020594733,0,0,0.006772929,0.0066,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436277]@2fdd6940,8,0,0.181670519,0,0,0.005008037,0.0048,0
Low,canopyB,Sim1,2,4,0,0,organs.Leaf[id=436283]@264b7406,9,0,0.075316309,0,0,0.001857828,0.0017,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436295]@2d50cab7,2,0,0.011850596,0,0,0.001771691,0.0017,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436296]@6fce7045,2,0,0.003658876,0,0,0.001788029,0.0017,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436302]@79042d20,3,0,0.01166968,0,0,0.006150484,0.006,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436308]@5b8db6ec,4,0,0.025187556,0,0,0.007325994,0.0071,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436314]@3952838f,5,0,0.069828401,0,0,0.007703068,0.0075,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436320]@3fd1d7b7,6,0,0.228037711,0,0,0.008614079,0.0084,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436326]@7bddd0f1,7,0,0.278607807,0,0,0.006769925,0.0066,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436332]@6627a91e,8,0,0.071113277,0,0,0.004998302,0.0048,0
Low,canopyB,Sim1,3,4,0,0,organs.Leaf[id=436338]@6f6e7c44,9,0,0.104173962,0,0,0.001839303,0.0017,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436350]@1093640c,2,0,0.00182923,0,0,0.001782288,0.0017,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436351]@1024771e,2,0,0.002311865,0,0,0.001777187,0.0017,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436357]@7ec8dbb7,3,0,0.011551362,0,0,0.006135731,0.006,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436363]@5f432b1e,4,0,0.047599436,0,0,0.007265588,0.0071,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436369]@2e3aaa6e,5,0,0.096348747,0,0,0.007794351,0.0075,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436375]@349a7332,6,0,0.047649334,0,0,0.008651921,0.0084,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436381]@43ca5376,7,0,0.183626049,0,0,0.006804588,0.0066,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436387]@1fa721f9,8,0,0.113913395,0,0,0.005033786,0.0048,0
Low,canopyB,Sim1,4,4,0,0,organs.Leaf[id=436393]@51508813,9,0,0.012540846,0,0,0.001795465,0.0017,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436405]@335f17e1,2,0,0.00184692,0,0,0.001777529,0.0017,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436406]@5d321fe1,2,0,0.00482988,0,0,0.001784302,0.0017,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436412]@440ad265,3,0,0.009601012,0,0,0.006128953,0.006,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436418]@6851bfd6,4,0,0.032202791,0,0,0.007312297,0.0071,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436424]@63808210,5,0,0.050742618,0,0,0.007678168,0.0075,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436430]@5a02579d,6,0,0.251822828,0,0,0.008626884,0.0084,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436436]@262dc2e8,7,0,0.193353189,0,0,0.006770654,0.0066,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436442]@738f8dfb,8,0,0.220721978,0,0,0.004996869,0.0048,0
Low,canopyB,Sim1,5,4,0,0,organs.Leaf[id=436448]@62fd3848,9,0,0.047707634,0,0,0.001840759,0.0017,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436465]@2242ad78,2,0,0.005860236,0,0,0.001786879,0.0017,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436466]@2d012e06,2,0,0.001299272,0,0,0.001794557,0.0017,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436472]@78e03151,3,0,0.014014028,0,0,0.006119323,0.006,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436478]@4ae28a65,4,0,0.022611435,0,0,0.007295906,0.0071,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436484]@216d066c,5,0,0.04866992,0,0,0.007682533,0.0075,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436490]@4878b887,6,0,0.080394035,0,0,0.008653461,0.0084,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436496]@5a768452,7,0,0.043613433,0,0,0.006819361,0.0066,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436502]@490507b8,8,0,0.16479647,0,0,0.004995965,0.0048,0
Low,canopyB,Sim1,6,4,0,0,organs.Leaf[id=436508]@10be6f94,9,0,0.080930864,0,0,0.001853773,0.0017,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440580]@186a96c8,2,0,0.002195411,0,0,0.001783789,0.0017,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440581]@72ed82f7,2,0,0.004050194,0,0,0.001783654,0.0017,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440587]@6e13744b,3,0,0.008950933,0,0,0.006174473,0.006,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440593]@7739de18,4,0,0.045110096,0,0,0.007333055,0.0071,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440599]@569c8d09,5,0,0.038888959,0,0,0.007729657,0.0075,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440605]@12c0114a,6,0,0.210909527,0,0,0.008599422,0.0084,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440611]@3a425603,7,0,0.244913497,0,0,0.006845577,0.0066,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440617]@16d9398b,8,0,0.058980437,0,0,0.005020011,0.0048,0
High,experiment,Sim2,1,4,0,0,organs.Leaf[id=440623]@7c0884ae,9,0,0.025729697,0,0,0.001860747,0.0017,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440635]@7ee54b7a,2,0,0.001932337,0,0,0.001777327,0.0017,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440636]@7590974d,2,0,0.003878618,0,0,0.001781897,0.0017,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440642]@1e09010d,3,0,0.034424566,0,0,0.006148732,0.006,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440648]@749028d5,4,0,0.016724586,0,0,0.00735697,0.0071,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440654]@217c3c05,5,0,0.06126299,0,0,0.007737211,0.0075,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440660]@31e9b8a2,6,0,0.277250253,0,0,0.008650892,0.0084,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440666]@128b0604,7,0,0.067294648,0,0,0.006835986,0.0066,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440672]@3534e671,8,0,0.192183616,0,0,0.004969483,0.0048,0
High,experiment,Sim2,2,4,0,0,organs.Leaf[id=440678]@69f45488,9,0,0.045215791,0,0,0.001808742,0.0017,0
High,experiment,Sim2,3,4,0,0,organs.Leaf[id=440690]@58c4638a,2,0,0.005547382,0,0,0.001787178,0.0017,0
High,experiment,Sim2,3,4,0,0,organs.Leaf[id=440691]@7ef59c42,2,0,0.004425153,0,0,0.001786266,0.0017,0
High,experiment,Sim2,3,4,0,0,organs.Leaf[id=440697]@3ad5f9f6,3,0,0.02252018,0,0,0.006184326,0.006,0
High,experiment,Sim2,3,4,0,0,organs.Leaf[id=440703]@79b39989,4,0,0.023584112,0,0,0.007335819,0.0071,0
High,experiment,Sim2,3,4,0,0,organs.Leaf[id=440709]@58cae96c,5,0,0.09510548,0,0,0.00772606,0.0075,0
High,experiment,Sim2,3,4,0,0,organs.Leaf[id=440715]@5e8487d1,6,0,0.121772686,0,0,0.008591216,0.0084,0
High,experiment,Sim2,3,4,0,0,organs.Leaf[id=440721]@74835deb,7,0,0.099873804,0,0,0.0068516,0.0066,0
